olympics_loc, year, event, gender, group, country, athlete_name, result
Tokyo,1964,100m Backstroke,Women,Swimming,FRA,Caron,00:01:07.90
Tokyo,1964,100m Backstroke,Women,Swimming,USA,Duenkel,00:01:08.00
Tokyo,1964,100m Backstroke,Women,Swimming,JPN,Satoko Tanaka,00:01:08.60
Tokyo,1964,100m Backstroke,Women,Swimming,USA,Harmer,00:01:09.40
Tokyo,1964,100m Backstroke,Women,Swimming,GBR,Ludgrove,00:01:09.50
Tokyo,1964,100m Backstroke,Women,Swimming,CAN,Weir,00:01:09.80
Tokyo,1964,100m Backstroke,Women,Swimming,GBR,Norfolk,00:01:11.20
Tokyo,1964,100m Butterfly,Women,Swimming,USA,Stouder,00:01:04.70
Tokyo,1964,100m Butterfly,Women,Swimming,NED,Kok,00:01:05.60
Tokyo,1964,100m Butterfly,Women,Swimming,USA,Ellis,00:01:06.00
Tokyo,1964,100m Butterfly,Women,Swimming,FIN,Pyrhonen,00:01:07.30
Tokyo,1964,100m Butterfly,Women,Swimming,USA,De Varona,00:01:08.00
Tokyo,1964,100m Butterfly,Women,Swimming,GER,Hustede-Nagel,00:01:08.50
Tokyo,1964,100m Butterfly,Women,Swimming,JPN,Eiko Takahashi,00:01:09.10
Tokyo,1964,100m Butterfly,Women,Swimming,CAN,Stewart,00:01:10.00
Tokyo,1964,100m Freestyle,Men,Swimming,USA,Schollander,00:00:53.40
Tokyo,1964,100m Freestyle,Men,Swimming,GBR,Mcgregor,00:00:53.50
Tokyo,1964,100m Freestyle,Men,Swimming,GER,Klein,00:00:54.00
Tokyo,1964,100m Freestyle,Men,Swimming,USA,Ilman,00:00:54.20
Tokyo,1964,100m Freestyle,Men,Swimming,FRA,Gottvalles,00:00:54.20
Tokyo,1964,100m Freestyle,Men,Swimming,USA,Austin,00:00:54.50
Tokyo,1964,100m Freestyle,Men,Swimming,HUN,Dobai,00:00:54.90
Tokyo,1964,100m Freestyle,Men,Swimming,GER,Jacobsen,00:00:56.10
Tokyo,1964,100m Freestyle,Women,Swimming,AUS,Fraser,00:00:59.50
Tokyo,1964,100m Freestyle,Women,Swimming,USA,Stouder,00:00:59.90
Tokyo,1964,100m Freestyle,Women,Swimming,USA,Ellis,00:01:00.80
Tokyo,1964,100m Freestyle,Women,Swimming,NED,Terpstra,00:01:01.80
Tokyo,1964,100m Freestyle,Women,Swimming,CAN,Lay,00:01:02.20
Tokyo,1964,100m Freestyle,Women,Swimming,HUN,Madarasz-Bajnogel-Dobai,00:01:02.40
Tokyo,1964,100m Freestyle,Women,Swimming,SWE,Hagberg,00:01:02.50
Tokyo,1964,100m Freestyle,Women,Swimming,AUS,Bell,00:01:02.70
Tokyo,1964,1500m Freestyle,Men,Swimming,AUS,Windle,00:17:01.70
Tokyo,1964,1500m Freestyle,Men,Swimming,USA,Nelson,00:17:03.00
Tokyo,1964,1500m Freestyle,Men,Swimming,AUS,Wood,00:17:07.70
Tokyo,1964,1500m Freestyle,Men,Swimming,USA,Farley,00:17:18.20
Tokyo,1964,1500m Freestyle,Men,Swimming,AUS,Phegan,00:17:22.40
Tokyo,1964,1500m Freestyle,Men,Swimming,JPN,Sueaki Sasaki,00:17:25.30
Tokyo,1964,1500m Freestyle,Men,Swimming,USA,Saari,00:17:29.20
Tokyo,1964,1500m Freestyle,Men,Swimming,HUN,Katona,00:17:30.80
Tokyo,1964,200m Backstroke,Men,Swimming,USA,Graef,00:02:10.30
Tokyo,1964,200m Breaststroke,Men,Swimming,AUS,O'Brien,00:02:27.80
Tokyo,1964,200m Breaststroke,Women,Swimming,URS,Prozumenshchikova-Stepanova,00:02:46.40
Tokyo,1964,200m Breaststroke,Women,Swimming,USA,Kolb,00:02:47.60
Tokyo,1964,200m Breaststroke,Women,Swimming,URS,Babanina,00:02:48.60
Tokyo,1964,200m Breaststroke,Women,Swimming,GBR,Mitchell,00:02:49.00
Tokyo,1964,200m Breaststroke,Women,Swimming,GBR,Slattery,00:02:49.60
Tokyo,1964,200m Breaststroke,Women,Swimming,GER,Grimmer,00:02:51.00
Tokyo,1964,200m Breaststroke,Women,Swimming,NED,Bimolt,00:02:51.30
Tokyo,1964,200m Breaststroke,Women,Swimming,GER,Küper,00:02:53.90
Tokyo,1964,200m Butterfly,Men,Swimming,AUS,Berry,00:02:06.60
Tokyo,1964,400m Freestyle,Men,Swimming,USA,Schollander,00:04:12.20
Tokyo,1964,400m Freestyle,Women,Swimming,USA,Duenkel,00:04:43.30
Tokyo,1964,400m Individual Medley,Men,Swimming,USA,Roth,00:04:45.40
Tokyo,1964,400m Individual Medley,Women,Swimming,USA,De Varona,00:05:18.70
Tokyo,1964,4x100 Freestyle Relay,Men,Swimming,USA,,00:03:33.20
Tokyo,1964,4x100 Freestyle Relay,Women,Swimming,USA,,00:04:03.80
Tokyo,1964,4x100m Medley Relay,Men,Swimming,USA,,00:03:58.40
Tokyo,1964,4x100m Medley Relay,Women,Swimming,USA,,00:04:33.90
Tokyo,1964,4x200 Freestyle Relay,Men,Swimming,USA,,00:07:52.10


Mexico City ,1968,100m Backstroke,Men,Swimming,GDR,Matthes,00:00:58.70
Mexico City ,1968,100m Backstroke,Men,Swimming,USA,Hickcox,00:01:00.20
Mexico City ,1968,100m Backstroke,Men,Swimming,USA,Mills,00:01:00.50
Mexico City ,1968,100m Backstroke,Men,Swimming,USA,Barbiere,00:01:01.10
Mexico City ,1968,100m Backstroke,Men,Swimming,CAN,Shaw,00:01:01.40
Mexico City ,1968,100m Backstroke,Men,Swimming,NED,Schoutsen,00:01:01.80
Mexico City ,1968,100m Backstroke,Men,Swimming,FRG,Blechert,00:01:01.90
Mexico City ,1968,100m Backstroke,Men,Swimming,ITA,Del Campo,00:01:02.00
Mexico City ,1968,100m Backstroke,Women,Swimming,USA,Hall,00:01:06.20
Mexico City ,1968,100m Backstroke,Women,Swimming,CAN,Tanner,00:01:06.70
Mexico City ,1968,100m Backstroke,Women,Swimming,USA,Swagerty,00:01:08.10
Mexico City ,1968,100m Backstroke,Women,Swimming,USA,Moore,00:01:08.30
Mexico City ,1968,100m Backstroke,Women,Swimming,HUN,Gyarmati,00:01:09.10
Mexico City ,1968,100m Backstroke,Women,Swimming,AUS,Watson,00:01:09.10
Mexico City ,1968,100m Backstroke,Women,Swimming,FRA,Canet-Le Noach,00:01:09.30
Mexico City ,1968,100m Backstroke,Women,Swimming,NZL,Stirling,00:01:10.60
Mexico City ,1968,100m Breaststroke,Men,Swimming,USA,Mckenzie,00:01:07.70
Mexico City ,1968,100m Breaststroke,Men,Swimming,URS,Kosinsky,00:01:08.00
Mexico City ,1968,100m Breaststroke,Men,Swimming,URS,Pankin,00:01:08.00
Mexico City ,1968,100m Breaststroke,Men,Swimming,BRA,Fiolo,00:01:08.10
Mexico City ,1968,100m Breaststroke,Men,Swimming,URS,Mikhaylov,00:01:08.40
Mexico City ,1968,100m Breaststroke,Men,Swimming,AUS,O'Brien,00:01:08.60
Mexico City ,1968,100m Breaststroke,Men,Swimming,ARG,Lopez,00:01:08.70
Mexico City ,1968,100m Breaststroke,Men,Swimming,GDR,Henninger,00:01:09.70
Mexico City ,1968,100m Breaststroke,Women,Swimming,YUG,Bjedov,00:01:15.80
Mexico City ,1968,100m Breaststroke,Women,Swimming,URS,Prozumenshchikova-Stepanova,00:01:15.90
Mexico City ,1968,100m Breaststroke,Women,Swimming,USA,Wichman,00:01:16.10
Mexico City ,1968,100m Breaststroke,Women,Swimming,FRG,Frommater,00:01:16.20
Mexico City ,1968,100m Breaststroke,Women,Swimming,USA,Ball,00:01:16.70
Mexico City ,1968,100m Breaststroke,Women,Swimming,JPN,Kiyoe Nakagawa,00:01:17.00
Mexico City ,1968,100m Breaststroke,Women,Swimming,URS,Babanina,00:01:17.20
Mexico City ,1968,100m Breaststroke,Women,Swimming,URU,Norbis,00:01:17.30
Mexico City ,1968,100m Butterfly,Men,Swimming,USA,Russell,00:00:55.90
Mexico City ,1968,100m Butterfly,Men,Swimming,USA,Spitz,00:00:56.40
Mexico City ,1968,100m Butterfly,Men,Swimming,USA,Wales,00:00:57.20
Mexico City ,1968,100m Butterfly,Men,Swimming,URS,Nemshilov,00:00:58.10
Mexico City ,1968,100m Butterfly,Men,Swimming,JPN,Satoshi Maruya,00:00:58.60
Mexico City ,1968,100m Butterfly,Men,Swimming,URS,Suzdaltsev,00:00:58.80
Mexico City ,1968,100m Butterfly,Men,Swimming,FRG,Stocklasa,00:00:58.90
Mexico City ,1968,100m Butterfly,Men,Swimming,AUS,Cusack,00:00:59.80
Mexico City ,1968,100m Butterfly,Women,Swimming,AUS,Mcclements,00:01:05.50
Mexico City ,1968,100m Butterfly,Women,Swimming,USA,Daniel,00:01:05.80
Mexico City ,1968,100m Butterfly,Women,Swimming,USA,Shields,00:01:06.20
Mexico City ,1968,100m Butterfly,Women,Swimming,NED,Kok,00:01:06.20
Mexico City ,1968,100m Butterfly,Women,Swimming,HUN,Gyarmati,00:01:06.80
Mexico City ,1968,100m Butterfly,Women,Swimming,FRG,Hustede-Nagel,00:01:06.90
Mexico City ,1968,100m Butterfly,Women,Swimming,USA,Hewitt,00:01:07.50
Mexico City ,1968,100m Butterfly,Women,Swimming,GDR,Lindner,00:01:07.60
Mexico City ,1968,100m Freestyle,Men,Swimming,AUS,Wenden,00:00:52.20
Mexico City ,1968,100m Freestyle,Men,Swimming,USA,Walsh,00:00:52.80
Mexico City ,1968,100m Freestyle,Men,Swimming,USA,Spitz,00:00:53.00
Mexico City ,1968,100m Freestyle,Men,Swimming,GBR,Mcgregor,00:00:53.50
Mexico City ,1968,100m Freestyle,Men,Swimming,URS,Ilyichev,00:00:53.80
Mexico City ,1968,100m Freestyle,Men,Swimming,URS,Kulikovs,00:00:53.80
Mexico City ,1968,100m Freestyle,Men,Swimming,ARG,Yanuzzi,00:00:53.90
Mexico City ,1968,100m Freestyle,Men,Swimming,USA,Zorn,00:00:53.90
Mexico City ,1968,100m Freestyle,Women,Swimming,USA,Henne,00:01:00.00
Mexico City ,1968,100m Freestyle,Women,Swimming,USA,Pedersen,00:01:00.30
Mexico City ,1968,100m Freestyle,Women,Swimming,USA,Gustavson,00:01:00.30
Mexico City ,1968,100m Freestyle,Women,Swimming,CAN,Lay,00:01:00.50
Mexico City ,1968,100m Freestyle,Women,Swimming,GDR,Grunert,00:01:01.00
Mexico City ,1968,100m Freestyle,Women,Swimming,GBR,Jackson,00:01:01.00
Mexico City ,1968,100m Freestyle,Women,Swimming,YUG,Šegrt,00:01:01.50
Mexico City ,1968,100m Freestyle,Women,Swimming,HUN, Turóczy,00:01:01.60
Mexico City ,1968,1500m Freestyle,Men,Swimming,USA,Burton,00:16:38.90
Mexico City ,1968,1500m Freestyle,Men,Swimming,USA,Kinsella,00:16:57.30
Mexico City ,1968,1500m Freestyle,Men,Swimming,AUS,Brough,00:17:04.70
Mexico City ,1968,1500m Freestyle,Men,Swimming,AUS,White,00:17:08.00
Mexico City ,1968,1500m Freestyle,Men,Swimming,CAN,Hutton,00:17:15.60
Mexico City ,1968,1500m Freestyle,Men,Swimming,MEX,Perez,00:17:36.40
Mexico City ,1968,1500m Freestyle,Men,Swimming,MEX,Alanis,00:17:46.60
Mexico City ,1968,1500m Freestyle,Men,Swimming,USA,Nelson,00:18:05.10
Mexico City ,1968,200m Backstroke,Men,Swimming,GDR,Matthes,00:02:09.60
Mexico City ,1968,200m Backstroke,Women,Swimming,GDR,Matthes,00:02:09.60
Mexico City ,1968,200m Breaststroke,Women,Swimming,USA,Wichman,00:02:44.40
Mexico City ,1968,200m Butterfly,Women,Swimming,NED,Kok,00:02:24.70
Mexico City ,1968,200m Freestyle,Men,Swimming,AUS,Wenden,00:01:55.20
Mexico City ,1968,200m Freestyle,Women,Swimming,USA,Meyer,00:02:10.50
Mexico City ,1968,200m Individual Medley,Men,Swimming,USA,Hickcox,00:02:12.00
Mexico City ,1968,200m Individual Medley,Men,Swimming,USA,Buckingham,00:02:13.00
Mexico City ,1968,200m Individual Medley,Men,Swimming,USA,Ferris,00:02:13.30
Mexico City ,1968,200m Individual Medley,Men,Swimming,PER,Bello,00:02:13.70
Mexico City ,1968,200m Individual Medley,Men,Swimming,CAN,Smith,00:02:15.90
Mexico City ,1968,200m Individual Medley,Men,Swimming,CAN,Gilchrist,00:02:16.60
Mexico City ,1968,200m Individual Medley,Men,Swimming,FRG,Holthaus,00:02:16.80
Mexico City ,1968,200m Individual Medley,Men,Swimming,HUN,Lazar,00:02:18.30
Mexico City ,1968,200m Individual Medley,Women,Swimming,USA,Kolb,00:02:24.70
Mexico City ,1968,200m Individual Medley,Women,Swimming,USA,Pedersen,00:02:28.80
Mexico City ,1968,200m Individual Medley,Women,Swimming,USA,Henne,00:02:31.40
Mexico City ,1968,200m Individual Medley,Women,Swimming,GDR,Steinbach,00:02:31.40
Mexico City ,1968,200m Individual Medley,Women,Swimming,JPN,Yoshimi Nishigawa,00:02:33.70
Mexico City ,1968,200m Individual Medley,Women,Swimming,GDR,Seydel,00:02:33.70
Mexico City ,1968,200m Individual Medley,Women,Swimming,URS,Zakharova,00:02:37.00
Mexico City ,1968,400m Freestyle,Men,Swimming,USA,Burton,00:04:09.00
Mexico City ,1968,400m Freestyle,Women,Swimming,USA,Meyer,00:04:31.80
Mexico City ,1968,400m Individual Medley,Women,Swimming,USA,Kolb,00:05:08.50
Mexico City ,1968,4x100 Freestyle Relay,Men,Swimming,USA,,00:03:31.70
Mexico City ,1968,4x100 Freestyle Relay,Women,Swimming,USA,,00:04:02.50
Mexico City ,1968,4x100m Medley Relay,Men,Swimming,USA,,00:03:54.90
Mexico City ,1968,4x100m Medley Relay,Women,Swimming,USA,,00:04:28.30
Mexico City ,1968,800m Freestyle,Women,Swimming,USA,Meyer,00:09:24.00


Munich,1972,100m Backstroke,Men,Swimming,GDR,Matthes,00:00:56.58
Munich,1972,100m Backstroke,Women,Swimming,USA,Belote,00:01:05.78
Munich,1972,100m Breaststroke,Men,Swimming,JPN,Nobutaka Taguchi,00:01:04.94
Munich,1972,100m Breaststroke,Women,Swimming,USA,Carr,00:01:13.58
Munich,1972,100m Butterfly,Men,Swimming,USA,Spitz,00:00:54.27
Munich,1972,100m Butterfly,Women,Swimming,JPN,Mayumi Aoki,00:01:03.34
Munich,1972,100m Freestyle,Men,Swimming,USA,Spitz,00:00:51.22
Munich,1972,100m Freestyle,Women,Swimming,USA,Neilson,00:00:58.59
Munich,1972,1500m Freestyle,Men,Swimming,USA,Burton,00:15:52.58
Munich,1972,1500m Freestyle,Men,Swimming,AUS,Windeatt,00:15:58.48
Munich,1972,1500m Freestyle,Men,Swimming,USA,Northway,00:16:09.25
Munich,1972,1500m Freestyle,Men,Swimming,SWE,Gingsjo,00:16:16.01
Munich,1972,1500m Freestyle,Men,Swimming,AUS,White,00:16:17.22
Munich,1972,1500m Freestyle,Men,Swimming,NZL,Treffers,00:16:18.84
Munich,1972,1500m Freestyle,Men,Swimming,AUS,Cooper,00:16:30.49
Munich,1972,1500m Freestyle,Men,Swimming,MEX,Garcia,00:16:36.03
Munich,1972,200m Backstroke,Men,Swimming,GDR,Matthes,00:02:02.82
Munich,1972,200m Backstroke,Women,Swimming,USA,Belote,00:02:19.19
Munich,1972,200m Breaststroke,Men,Swimming,USA,Hencken,00:02:21.55
Munich,1972,200m Breaststroke,Women,Swimming,AUS,Whitfield,00:02:41.71
Munich,1972,200m Butterfly,Men,Swimming,USA,Spitz,00:02:00.70
Munich,1972,200m Butterfly,Women,Swimming,USA,Moe-Thornton,00:02:15.57
Munich,1972,200m Freestyle,Men,Swimming,USA,Spitz,00:01:52.78
Munich,1972,200m Freestyle,Women,Swimming,AUS,Gould,00:02:03.56
Munich,1972,200m Individual Medley,Men,Swimming,SWE,Larsson,00:02:07.17
Munich,1972,200m Individual Medley,Women,Swimming,AUS,Gould,00:02:23.07
Munich,1972,400m Freestyle,Men,Swimming,AUS,Cooper,00:04:00.27
Munich,1972,400m Freestyle,Women,Swimming,AUS,Gould,00:04:19.04
Munich,1972,400m Individual Medley,Men,Swimming,SWE,Larsson,00:04:31.98
Munich,1972,400m Individual Medley,Men,Swimming,USA,Mckee,00:04:31.98
Munich,1972,400m Individual Medley,Women,Swimming,AUS,Neall,00:05:02.97
Munich,1972,4x100 Freestyle Relay,Men,Swimming,USA,,00:03:26.42
Munich,1972,4x100 Freestyle Relay,Women,Swimming,USA,,00:03:55.19
Munich,1972,4x100m Medley Relay,Men,Swimming,USA,,00:04:48.16
Munich,1972,4x100m Medley Relay,Women,Swimming,USA,,00:04:20.75
Munich,1972,4x200 Freestyle Relay,Men,Swimming,USA,,00:07:35.78
Munich,1972,800m Freestyle,Women,Swimming,USA,Rothhammer,00:08:53.68


Montreal,1976,100m Backstroke,Men,Swimming,USA,Nader,00:00:55.49
Montreal,1976,100m Backstroke,Women,Swimming,GDR,Richter,00:01:01.83
Montreal,1976,100m Breaststroke,Men,Swimming,USA,Hencken,00:01:03.11
Montreal,1976,100m Butterfly,Women,Swimming,GDR,Ender,00:01:00.13
Montreal,1976,100m Freestyle,Men,Swimming,USA,Montgomery,00:00:49.99
Montreal,1976,100m Freestyle,Women,Swimming,GDR,Ender,00:00:55.65
Montreal,1976,1500m Freestyle,Men,Swimming,USA,Goodell,00:15:02.40
Montreal,1976,1500m Freestyle,Men,Swimming,USA,Hackett,00:15:03.91
Montreal,1976,1500m Freestyle,Men,Swimming,AUS,Holland,00:15:04.66
Montreal,1976,1500m Freestyle,Men,Swimming,BRA,Madruga,00:15:19.84
Montreal,1976,1500m Freestyle,Men,Swimming,URS,Salnikov,00:15:29.45
Montreal,1976,1500m Freestyle,Men,Swimming,AUS,Metzker,00:15:31.53
Montreal,1976,1500m Freestyle,Men,Swimming,USA,Hartloff,00:15:32.08
Montreal,1976,1500m Freestyle,Men,Swimming,HUN,Wladar,00:15:45.97
Montreal,1976,200m Backstroke,Men,Swimming,USA,Naber,00:01:59.19
Montreal,1976,200m Backstroke,Women,Swimming,GDR,Richter,00:02:13.43
Montreal,1976,200m Breaststroke,Men,Swimming,GBR,Wilkie,00:02:15.11
Montreal,1976,200m Breaststroke,Women,Swimming,URS,Koshevaya,00:02:33.35
Montreal,1976,200m Butterfly,Men,Swimming,USA,Bruner,00:01:59.23
Montreal,1976,200m Breaststroke,Women,Swimming,GDR,Pollack,00:02:11.41
Montreal,1976,200m Freestyle,Men,Swimming,USA,Furniss,00:01:50.29
Montreal,1976,200m Freestyle,Women,Swimming,GDR,Ender,00:01:59.26
Montreal,1976,400m Freestyle,Men,Swimming,USA,Goodell,00:03:51.93
Montreal,1976,400m Freestyle,Women,Swimming,GDR,Thümer,00:04:09.89
Montreal,1976,400m Individual Medley,Men,Swimming,USA,Strachan,00:04:23.68
Montreal,1976,400m Individual Medley,Women,Swimming,GDR,Tauber,00:04:42.77
Montreal,1976,4x100 Freestyle Relay,Women,Swimming,USA,,00:03:44.82
Montreal,1976,4x100m Medley Relay,Men,Swimming,USA,,00:03:42.22
Montreal,1976,4x100m Medley Relay,Women,Swimming,GDR,,00:04:07.95
Montreal,1976,4x200 Freestyle Relay,Men,Swimming,USA,,00:07:23.22
Montreal,1976,800m Freestyle,Women,Swimming,GDR,Thümer,00:08:37.14


Moscow,1980,100m Backstroke,Women,Swimming,GDR,Reinisch,00:01:00.86
Moscow,1980,100m Freestyle,Women,Swimming,GDR,Krause,00:00:54.79
Moscow,1980,1500m Freestyle,Men,Swimming,URS,Salnikov,00:14:58.27
Moscow,1980,1500m Freestyle,Men,Swimming,URS,Chaev,00:15:14.30
Moscow,1980,1500m Freestyle,Men,Swimming,AUS,Metzker,00:15:14.49
Moscow,1980,1500m Freestyle,Men,Swimming,GDR,Strohbach,00:15:15.29
Moscow,1980,1500m Freestyle,Men,Swimming,YUG,Petric,00:15:21.78
Moscow,1980,1500m Freestyle,Men,Swimming,ESP,Escalas,00:15:21.88
Moscow,1980,1500m Freestyle,Men,Swimming,HUN,Wladar,00:15:26.70
Moscow,1980,1500m Freestyle,Men,Swimming,URS,Petrov,00:15:28.24
Moscow,1980,200m Backstroke,Women,Swimming,GDR,Reinisch,00:02:11.77
Moscow,1980,200m Breaststroke,Women,Swimming,URS,Kachushite,00:02:29.54
Moscow,1980,200m Butterfly,Women,Swimming,GDR,Geissler,00:02:10.44
Moscow,1980,200m Freestyle,Men,Swimming,URS,Koplyakov,00:01:49.81
Moscow,1980,200m Freestyle,Women,Swimming,GDR,Krause,00:01:58.33
Moscow,1980,400m Freestyle,Men,Swimming,URS,Salnikov,00:03:51.31
Moscow,1980,400m Freestyle,Women,Swimming,GDR,Diers,00:04:08.76
Moscow,1980,400m Individual Medley,Men,Swimming,URS,Sidorenko,00:04:22.89
Moscow,1980,400m Individual Medley,Women,Swimming,GDR,Schneider,00:04:36.29
Moscow,1980,4x100 Freestyle Relay,Women,Swimming,GDR,,00:03:42.71
Moscow,1980,4x100m Medley Relay,Women,Swimming,GDR,,00:04:06.67
Moscow,1980,800m Freestyle,Women,Swimming,AUS,Ford,00:08:28.90


Los Angeles,1984,100m Breaststroke,Men,Swimming,USA,Lundquist,00:01:01.65
Los Angeles,1984,100m Breaststroke,Women,Swimming,NED,Van Staveren,00:01:09.88
Los Angeles,1984,100m Butterfly,Men,Swimming,FRG,Gross,00:00:53.08
Los Angeles,1984,100m Freestyle,Men,Swimming,USA,Gaines,00:00:49.80
Los Angeles,1984,1500m Freestyle,Men,Swimming,USA,O'Brien,00:15:05.20
Los Angeles,1984,1500m Freestyle,Men,Swimming,USA,Dicarlo,00:15:10.59
Los Angeles,1984,1500m Freestyle,Men,Swimming,FRG,Pfeiffer,00:15:12.11
Los Angeles,1984,1500m Freestyle,Men,Swimming,FRG,Henkel,00:15:20.03
Los Angeles,1984,1500m Freestyle,Men,Swimming,FRA,Lacono,00:15:26.96
Los Angeles,1984,1500m Freestyle,Men,Swimming,ITA,Grandi,00:15:28.58
Los Angeles,1984,1500m Freestyle,Men,Swimming,CAN,Shemilt,00:15:31.28
Los Angeles,1984,1500m Freestyle,Men,Swimming,AUS,Shillington,00:15:38.18
Los Angeles,1984,200m Backstroke,Men,Swimming,CAN,Davis,00:02:13.34
Los Angeles,1984,200m Butterfly,Men,Swimming,AUS,Sieben,00:01:57.04
Los Angeles,1984,200m Butterfly,Women,Swimming,USA,Meagher,00:02:06.90
Los Angeles,1984,200m Freestyle,Men,Swimming,FRG,Gross,00:01:47.44
Los Angeles,1984,200m Individual Medley,Men,Swimming,CAN,Baumann,00:02:01.42
Los Angeles,1984,200m Individual Medley,Women,Swimming,USA,Caulkins,00:02:12.64
Los Angeles,1984,400m Freestyle,Men,Swimming,USA,Dicarlo,00:03:51.23
Los Angeles,1984,400m Freestyle,Women,Swimming,USA,Cohen,00:04:07.10
Los Angeles,1984,400m Individual Medley,Men,Swimming,CAN,Baumann,00:04:17.41
Los Angeles,1984,4x100 Freestyle Relay,Men,Swimming,USA,,00:03:19.03
Los Angeles,1984,4x100m Medley Relay,Men,Swimming,USA,,00:03:39.30
Los Angeles,1984,4x200 Freestyle Relay,Men,Swimming,USA,,00:07:15.69
Los Angeles,1984,800m Freestyle,Women,Swimming,USA,Cohen,00:08:24.95


Seoul,1988,100m Breaststroke,Women,Swimming,BUL,Bogomilova-Dangalakova,00:01:07.95
Seoul,1988,100m Butterfly,Men,Swimming,SUR,Nesty,00:00:53.00
Seoul,1988,100m Butterfly,Women,Swimming,GDR,Otto,00:00:59.00
Seoul,1988,100m Freestyle,Men,Swimming,USA,Biondi,00:00:48.63
Seoul,1988,1500m Freestyle,Men,Swimming,URS,Salnikov,00:15:00.40
Seoul,1988,1500m Freestyle,Men,Swimming,FRG,Pfeiffer,00:15:02.69
Seoul,1988,1500m Freestyle,Men,Swimming,GDR,Dassler,00:15:06.15
Seoul,1988,1500m Freestyle,Men,Swimming,USA,Catlinski,00:15:06.42
Seoul,1988,1500m Freestyle,Men,Swimming,POL,Podkoscielny,00:15:14.76
Seoul,1988,1500m Freestyle,Men,Swimming,FRG,Henkel,00:15:18.19
Seoul,1988,1500m Freestyle,Men,Swimming,GBR,Boyd,00:15:21.16
Seoul,1988,1500m Freestyle,Men,Swimming,YUG,Petric,00:15:37.12
Seoul,1988,200m Backstroke,Women,Swimming,HUN,Egerszegi,00:02:09.29
Seoul,1988,200m Breaststroke,Women,Swimming,GDR,Hörner,00:02:26.71
Seoul,1988,200m Butterfly,Men,Swimming,FRG,Gross,00:01:56.94
Seoul,1988,200m Freestyle,Men,Swimming,AUS,Armstrong,00:01:47.25
Seoul,1988,200m Freestyle,Women,Swimming,GDR,Friedrich,00:01:57.65
Seoul,1988,200m Individual Medley,Men,Swimming,HUN,Darnyi,00:02:00.17
Seoul,1988,200m Individual Medley,Women,Swimming,GDR,Hunger,00:02:12.59
Seoul,1988,400m Freestyle,Men,Swimming,GDR,Dassler,00:03:46.95
Seoul,1988,400m Freestyle,Women,Swimming,USA,Evans,00:04:03.85
Seoul,1988,400m Individual Medley,Men,Swimming,HUN,Darnyi,00:04:14.75
Seoul,1988,4x100 Freestyle Relay,Men,Swimming,USA,,00:03:16.53
Seoul,1988,4x100 Freestyle Relay,Women,Swimming,GDR,,00:03:40.63
Seoul,1988,4x100m Medley Relay,Men,Swimming,USA,,00:03:36.93
Seoul,1988,4x100m Medley Relay,Women,Swimming,GDR,,00:04:03.74
Seoul,1988,4x200 Freestyle Relay,Men,Swimming,USA,,00:07:12.51
Seoul,1988,50m Freestyle,Men,Swimming,USA,Biondi,00:00:22.14
Seoul,1988,50m Freestyle,Men,Swimming,USA,Jager,00:00:22.36
Seoul,1988,50m Freestyle,Men,Swimming,URS,Prigoda,00:00:22.71
Seoul,1988,50m Freestyle,Men,Swimming,SUI,Halsall,00:00:22.83
Seoul,1988,50m Freestyle,Men,Swimming,SUI,Volery,00:00:22.84
Seoul,1988,50m Freestyle,Men,Swimming,URS,Tkachenko,00:00:22.88
Seoul,1988,50m Freestyle,Men,Swimming,FRG,Henter,00:00:23.03
Seoul,1988,50m Freestyle,Men,Swimming,AUS,Baildon,00:00:23.15
Seoul,1988,50m Freestyle,Women,Swimming,GDR,Otto,00:00:25.49
Seoul,1988,50m Freestyle,Women,Swimming,CHN,Yang,00:00:25.64
Seoul,1988,50m Freestyle,Women,Swimming,GDR,Meissner,00:00:25.71
Seoul,1988,50m Freestyle,Women,Swimming,USA,Sterkel,00:00:25.71
Seoul,1988,50m Freestyle,Women,Swimming,USA,Costache,00:00:25.80
Seoul,1988,50m Freestyle,Women,Swimming,FRA,Plewinski,00:00:25.90
Seoul,1988,50m Freestyle,Women,Swimming,AUS,Van Wirdum,00:00:26.01
Seoul,1988,800m Freestyle,Women,Swimming,USA,Evans,00:08:20.20


Barcelona,1992,100m Backstroke,Men,Swimming,CAN,Tewksbury,00:00:53.98
Barcelona,1992,100m Backstroke,Women,Swimming,HUN,Egerszegi,00:01:00.68
Barcelona,1992,100m Breaststroke,Men,Swimming,USA,Diebel,00:01:01.50
Barcelona,1992,100m Butterfly,Women,Swimming,CHN,Qian,00:00:58.62
Barcelona,1992,100m Freestyle,Women,Swimming,CHN,Yong Zhuang,00:00:54.64
Barcelona,1992,1500m Freestyle,Men,Swimming,AUS,Perkins,00:14:43.48
Barcelona,1992,1500m Freestyle,Men,Swimming,AUS,Housman,00:14:55.29
Barcelona,1992,1500m Freestyle,Men,Swimming,GER,Hoffmann,00:15:02.29
Barcelona,1992,1500m Freestyle,Men,Swimming,GER,Pfeiffer,00:15:04.28
Barcelona,1992,1500m Freestyle,Men,Swimming,GBR,Wilson,00:15:13.35
Barcelona,1992,1500m Freestyle,Men,Swimming,SLO,Majcen,00:15:19.12
